lineID,Experiment,comparisonType,Familiarity,NAME,Image1,Image2,comparisonImageNumber,Similarity,SimilarityAsymmetry,RawSimilarity_Proto/Ave First,RawSimilarity_ID First,Typicality,Exp3_Similarity,Exp3_SimilarityAsymmetry,Exp3_Similarity_Prototype First,Exp3_Similarity_Exemplar First,"avgSimilarity(Exp1,2,3)",VGG16_Img,VGG16_Conv1,VGG16_Conv2,VGG16_Conv3,VGG16_Conv4,VGG16_Conv5,VGG16_fc6,VGG16_fc7,VGG16_fc8,GIST
144,2,withinVar,Familiar,Bill Clinton,bill_clinton_average.jpg,bill_clinton4.jpg,4,5.639534884,0.703703704,5.395348837,5.88372093,5.238095238,6.730769231,0.846153846,6.307692308,7.153846154,6.185152057,0.310142326,0.358992774,0.259359855,0.275468836,0.221676498,0.299892169,0.343829775,0.385342267,0.1955626,0.579117455
145,2,withinVar,Familiar,Bill Clinton,bill_clinton_average.jpg,bill_clinton5.jpg,5,3.615384615,0.814814815,3.461538462,3.769230769,4.285714286,3.642857143,0.714285714,3.285714286,4,3.629120879,0.17425237,0.245576349,0.141720229,0.244767684,0.317497475,0.217426174,0.328488072,0.297772758,0.108314679,0.754098253
146,2,withinVar,Familiar,Bill Clinton,bill_clinton_average.jpg,bill_clinton7.jpg,6,6.627659574,-0.148148148,6.744680851,6.510638298,7.263157895,8.333333333,-0.333333333,8.5,8.166666667,7.480496454,0.443567842,0.473179288,0.314609323,0.226111317,0.183455868,0.273851721,0.349507823,0.347930752,0.24295225,0.679788119
147,2,withinVar,Familiar,Bill Clinton,bill_clinton_average.jpg,bill_clinton8.jpg,7,6.931372549,-0.481481481,6.960784314,6.901960784,7.409090909,7.230769231,0.923076923,6.769230769,7.692307692,7.08107089,0.253443249,0.288344646,0.280014171,0.374288392,0.455731902,0.558571079,0.514422772,0.419204165,0.289206419,0.703136206
148,2,withinVar,Familiar,Bill Clinton,bill_clinton_average.jpg,bill_clinton9.jpg,8,6.452380952,-0.111111111,6.452380952,6.452380952,7.227272727,7.892857143,0.357142857,7.714285714,8.071428571,7.172619048,0.402013366,0.453700568,0.374633861,0.387687613,0.446725017,0.450867343,0.360591462,0.281286222,0.146717669,0.786388326
149,2,withinVar,Familiar,Bill Clinton,bill_clinton_average.jpg,bill_clinton10.jpg,9,5.617647059,0.666666667,5.411764706,5.823529412,5.904761905,6.958333333,0.416666667,6.75,7.166666667,6.287990196,0.385813685,0.42535449,0.330605171,0.382999637,0.458780765,0.498310679,0.494965385,0.448932557,0.183646511,0.618080706
150,2,withinVar,Familiar,Bill Clinton,bill_clinton_average.jpg,bill_clinton11.jpg,10,5.160377358,0.111111111,5.094339623,5.226415094,6.684210526,6.136363636,1.545454545,5.363636364,6.909090909,5.648370497,0.47451189,0.503073014,0.419480916,0.339213588,0.327828438,0.453501885,0.357976705,0.367377298,0.250730648,0.778055446
151,2,withinVar,Familiar,Bill Clinton,bill_clinton_average.jpg,bill_clinton12.jpg,11,4.37962963,0.296296296,4.148148148,4.611111111,4.136363636,5,0.2,4.9,5.1,4.689814815,0.480447074,0.506448952,0.424537982,0.419449408,0.472142238,0.517995348,0.514543072,0.501250141,0.153956222,0.751011387
152,2,withinVar,Familiar,Bill Clinton,bill_clinton_average.jpg,bill_clinton13.jpg,12,6.290697674,-0.111111111,6.325581395,6.255813953,6,7.791666667,0.583333333,7.5,8.083333333,7.041182171,0.275329415,0.327633847,0.284022312,0.400781813,0.495174263,0.502996279,0.362437342,0.291140303,0.060694545,0.847280171
153,2,withinVar,Familiar,Bill Clinton,bill_clinton_average.jpg,bill_clinton14.jpg,13,4.933962264,1.222222222,4.377358491,5.490566038,4.52173913,4.65,1.3,4,5.3,4.791981132,0.380540554,0.426539312,0.424669801,0.555903721,0.619002498,0.621493183,0.565637095,0.495311658,0.410666586,0.814341821
154,2,withinVar,Familiar,Bill Clinton,bill_clinton_average.jpg,bill_clinton15.jpg,14,6.31,0.518518519,6.16,6.46,6.166666667,6.735294118,-0.176470588,6.823529412,6.647058824,6.522647059,0.514538834,0.543297725,0.438889821,0.46614669,0.533602443,0.587771882,0.661594809,0.664495706,0.471286751,0.802330562
155,2,withinVar,Familiar,Bill Clinton,bill_clinton_average.jpg,bill_clinton16.jpg,15,6.155555556,-0.148148148,6.222222222,6.088888889,6.375,7.363636364,1.090909091,6.818181818,7.909090909,6.75959596,0.505642286,0.533356831,0.420753287,0.45091478,0.532584801,0.564988074,0.584645949,0.586925102,0.348526315,0.808517616
156,2,withinVar,Familiar,Bill Clinton,bill_clinton_average.jpg,bill_clinton17.jpg,16,6.564814815,0.777777778,6.333333333,6.796296296,6.535714286,6.884615385,0.692307692,6.538461538,7.230769231,6.7247151,0.707583575,0.731246146,0.663435874,0.674155348,0.713091068,0.623919041,0.635351032,0.591491564,0.693834791,0.788659758
157,2,withinVar,Familiar,Bill Clinton,bill_clinton_average.jpg,bill_clinton18.jpg,17,6.698412698,0.148148148,6.634920635,6.761904762,6.590909091,7.192307692,-0.230769231,7.307692308,7.076923077,6.945360195,0.435123557,0.472495973,0.411557089,0.490803827,0.582254576,0.634360112,0.607176188,0.504340394,0.613854543,0.810354492
158,2,withinVar,Familiar,Bill Clinton,bill_clinton_average.jpg,bill_clinton19.jpg,18,6.893442623,0.703703704,6.852459016,6.93442623,6.827586207,8.071428571,0.285714286,7.928571429,8.214285714,7.482435597,0.198300342,0.269844824,0.187010043,0.258160745,0.253427777,0.401644774,0.471235571,0.46348066,0.168169874,0.651436009
159,2,withinVar,Familiar,Bill Clinton,bill_clinton_average.jpg,bill_clinton20.jpg,19,5.433333333,0.185185185,5.4,5.466666667,6.173913043,6.227272727,1,5.727272727,6.727272727,5.83030303,0.565556499,0.598575539,0.457812138,0.402564842,0.387719557,0.439626808,0.510204965,0.487885068,0.180122056,0.751995168
160,2,withinVar,Familiar,Bill Clinton,bill_clinton_average.jpg,bill_clinton23.jpg,20,4.519230769,0.703703704,4,5.038461538,4,5.423076923,1.307692308,4.769230769,6.076923077,4.971153846,0.209572038,0.254827768,0.153242519,0.164095956,0.189559661,0.290978725,0.316306508,0.333124776,0.102861191,0.655387219
161,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez1.jpg,1,6.177777778,0.222222222,6,6.355555556,6.619047619,6.895833333,0.208333333,6.791666667,7,6.536805556,0.621172679,0.647431797,0.513331693,0.350328876,0.493596603,0.60929467,0.573426876,0.466156704,0.387353002,0.757518873
162,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez2.jpg,2,6.9125,0.111111111,6.95,6.875,6.727272727,7.923076923,0.769230769,7.538461538,8.307692308,7.417788462,0.716898027,0.718188196,0.641181047,0.543277767,0.65994665,0.892414136,0.87196209,0.851643311,0.875807441,0.927294702
163,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez3.jpg,3,6.022222222,-0.148148148,6.022222222,6.022222222,5.592592593,6.884615385,0.230769231,6.769230769,7,6.453418803,0.635878663,0.668774066,0.573687017,0.428338506,0.564809248,0.651259631,0.658614478,0.569774992,0.219006324,0.855810305
164,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez4.jpg,4,5.209302326,0.666666667,4.930232558,5.488372093,4.857142857,6.346153846,0.692307692,6,6.692307692,5.777728086,0.604268293,0.621376717,0.523919014,0.319798006,0.293506879,0.473214324,0.518965896,0.485456165,0.70474004,0.601196403
165,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez5.jpg,5,5.820512821,0.962962963,5.512820513,6.128205128,4,5.857142857,0.857142857,5.428571429,6.285714286,5.838827839,0.485176481,0.517034885,0.421918979,0.294093828,0.431580691,0.729032424,0.80839617,0.783340569,0.735314888,0.788374365
166,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez6.jpg,6,6.925531915,0.666666667,6.744680851,7.106382979,5.473684211,8.416666667,0.166666667,8.333333333,8.5,7.671099291,0.711941474,0.732090557,0.718577009,0.757234647,0.834279773,0.873397477,0.828208457,0.761934054,0.784571386,0.95135627
167,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez7.jpg,7,5.098039216,-0.185185185,5.176470588,5.019607843,4.5,5.076923077,0.461538462,4.846153846,5.307692308,5.087481146,0.542714759,0.56951731,0.435406141,0.195903369,0.217185015,0.387601403,0.261846772,0.277219444,0.052140031,0.708466573
168,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez8.jpg,8,4.880952381,0.962962963,4.571428571,5.19047619,4.636363636,6.857142857,0.142857143,6.785714286,6.928571429,5.869047619,0.638194697,0.661966483,0.548545085,0.372343356,0.349479522,0.562419208,0.520271452,0.448546064,0.444259232,0.617711251
169,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez9.jpg,9,5.81372549,0.333333333,5.607843137,6.019607843,4.523809524,6.791666667,0.75,6.416666667,7.166666667,6.302696078,0.577466405,0.600215205,0.515747262,0.41864034,0.490478239,0.665973698,0.672123549,0.591658066,0.199984534,0.746658214
170,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez10.jpg,10,5.424528302,0.333333333,5.320754717,5.528301887,4.947368421,6.136363636,1,5.636363636,6.636363636,5.780445969,0.718919738,0.726978217,0.66563792,0.628295365,0.739302033,0.821841281,0.703482456,0.630483228,0.735137792,0.880709221
171,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez11.jpg,11,7.166666667,0.555555556,6.888888889,7.444444444,5.772727273,8.2,-0.4,8.4,8,7.683333333,0.710861026,0.716193699,0.642070698,0.513349432,0.668265296,0.781473525,0.663305683,0.599759846,0.176971317,0.897735537
172,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez12.jpg,12,5.453488372,1.111111111,4.906976744,6,5.391304348,6.75,-0.333333333,6.916666667,6.583333333,6.101744186,0.656358113,0.676310186,0.62623065,0.559010388,0.676961333,0.808761513,0.694567527,0.589519236,0.422489328,0.755552364
173,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez13.jpg,13,5.301886792,0.703703704,5,5.603773585,6,5.7,0,5.7,5.7,5.500943396,0.651865019,0.670048677,0.569017468,0.443894044,0.517855375,0.5710026,0.562534662,0.513124036,0.221336658,0.592679945
174,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez14.jpg,14,6.28,0.111111111,6.22,6.34,5.5,7.264705882,0.764705882,6.882352941,7.647058824,6.772352941,0.667073928,0.690689936,0.579360669,0.441826654,0.564139713,0.792044731,0.758927019,0.70925642,0.736260159,0.828549331
175,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez15.jpg,15,6.644444444,-0.37037037,6.733333333,6.555555556,7.083333333,7.272727273,-0.727272727,7.636363636,6.909090909,6.958585859,0.671641058,0.68420874,0.611229808,0.545086204,0.649450711,0.833989118,0.838077473,0.803846008,0.629219696,0.794172963
176,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez16.jpg,16,6.296296296,-0.074074074,6.166666667,6.425925926,4.25,7.307692308,0.153846154,7.230769231,7.384615385,6.801994302,0.649802651,0.675688741,0.556308316,0.494896519,0.672922759,0.77917385,0.771566033,0.731644227,0.557722209,0.83812427
177,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez17.jpg,17,6.30952381,0.111111111,6.222222222,6.396825397,4.363636364,5.846153846,0.923076923,5.384615385,6.307692308,6.077838828,0.594416976,0.620388644,0.552099883,0.593636965,0.723514598,0.775542107,0.608772592,0.585076981,0.483191485,0.801816962
178,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez18.jpg,18,6.163934426,0.148148148,5.950819672,6.37704918,4.75862069,6.892857143,0.785714286,6.5,7.285714286,6.528395785,0.734452362,0.748159914,0.643566184,0.543728689,0.707950008,0.840975913,0.744799811,0.693843359,0.7549492,0.922551028
179,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez19.jpg,19,6.875,0.444444444,6.7,7.05,6.217391304,7.681818182,0.636363636,7.363636364,8,7.278409091,0.652886126,0.672558577,0.611128257,0.608654321,0.713950753,0.833197762,0.739171581,0.667193145,0.895053046,0.854098914
180,2,withinVar,Familiar,Jennifer Lopez,jennifer_lopez_average.jpg,jennifer_lopez20.jpg,20,6.5,-0.296296296,6.557692308,6.442307692,6.238095238,7.769230769,0.153846154,7.692307692,7.846153846,7.134615385,0.722707742,0.736506605,0.606322754,0.428249066,0.500615692,0.673874992,0.65888629,0.613348723,0.498217943,0.791033772
181,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts1.jpg,1,5.911111111,0.666666667,5.711111111,6.111111111,6.428571429,6.1875,1.041666667,5.666666667,6.708333333,6.049305556,0.644997319,0.666127452,0.638339756,0.64556682,0.667753115,0.665456195,0.582175116,0.560494349,0.495187837,0.659023825
182,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts2.jpg,2,5.8125,-0.037037037,5.775,5.85,7.954545455,7.038461538,0.076923077,7,7.076923077,6.425480769,0.486484809,0.495430851,0.481303445,0.4511464,0.501616535,0.602135677,0.65044013,0.635618114,0.328560849,0.80768025
183,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts3.jpg,3,5.466666667,0.666666667,5.177777778,5.755555556,6.814814815,6.653846154,-0.076923077,6.692307692,6.615384615,6.06025641,0.731377984,0.755579767,0.66995022,0.559352366,0.580033355,0.688983116,0.682089456,0.598011146,0.087384629,0.773730675
184,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts4.jpg,4,6.511627907,-0.148148148,6.418604651,6.604651163,6.571428571,7.923076923,-0.153846154,8,7.846153846,7.217352415,0.553617133,0.592227781,0.479686394,0.255321243,0.271612742,0.50822472,0.644988107,0.647360353,0.147951385,0.614711698
185,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts5.jpg,5,6.166666667,0.037037037,6.076923077,6.256410256,7.476190476,5.357142857,1.857142857,4.428571429,6.285714286,5.761904762,0.792685898,0.80406848,0.710542368,0.610372292,0.642764183,0.701787713,0.575676144,0.496384392,0.138933444,0.807035612
186,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts6.jpg,6,5.936170213,0.481481481,5.787234043,6.085106383,7.684210526,7.666666667,0,7.666666667,7.666666667,6.80141844,0.562897157,0.595959728,0.547828436,0.467849134,0.398052125,0.536341869,0.58364033,0.514150448,0.098033874,0.666479747
187,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts7.jpg,7,5.284313725,-0.037037037,5.117647059,5.450980392,5.090909091,5.192307692,0.076923077,5.153846154,5.230769231,5.238310709,0.601812794,0.618377107,0.573576534,0.547559989,0.560008873,0.649584689,0.624955541,0.537572929,0.524629856,0.815395161
188,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts8.jpg,8,6.797619048,-0.296296296,6.857142857,6.738095238,6.636363636,7.928571429,0,7.928571429,7.928571429,7.363095238,0.835903242,0.839928394,0.779298349,0.735763481,0.805005554,0.75065474,0.572941644,0.496273002,0.040989125,0.859218208
189,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts9.jpg,9,4.362745098,0.185185185,4.117647059,4.607843137,4.714285714,5.291666667,0.583333333,5,5.583333333,4.827205882,0.751855825,0.780277394,0.719882624,0.654465414,0.693337469,0.631563306,0.510943489,0.404568857,0.426334908,0.891393127
190,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts10.jpg,10,6.301886792,1.148148148,5.811320755,6.79245283,5.947368421,6.454545455,0.545454545,6.181818182,6.727272727,6.378216123,0.651137046,0.667153669,0.55344238,0.382966273,0.491409982,0.615428386,0.546531006,0.493192741,0.099515666,0.89663248
191,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts12.jpg,11,7.333333333,0.444444444,7.259259259,7.407407407,7.363636364,7.75,0.1,7.7,7.8,7.541666667,0.667001362,0.699841211,0.556422602,0.454972824,0.56597201,0.604267817,0.590238938,0.562746864,0.092914155,0.732778344
192,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts13.jpg,12,5.825581395,-0.259259259,5.720930233,5.930232558,6.826086957,7.291666667,-0.416666667,7.5,7.083333333,6.558624031,0.203479528,0.252128328,0.197493167,0.253100187,0.33101194,0.305143718,0.264913106,0.23634061,0.044038161,0.475981665
193,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts14.jpg,13,5.566037736,0.851851852,5.245283019,5.886792453,4.739130435,6.3,-0.2,6.4,6.2,5.933018868,0.676247516,0.684740658,0.67324717,0.644509321,0.733168102,0.833241952,0.769734859,0.735910801,0.820740251,0.877009648
194,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts15.jpg,14,6.81,0.185185185,6.54,7.08,6.291666667,7.294117647,0.705882353,6.941176471,7.647058824,7.052058824,0.692338768,0.694617323,0.648751595,0.572852832,0.567089841,0.657511726,0.648497058,0.612541066,0.706022993,0.815461523
195,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts16.jpg,15,6.611111111,-0.555555556,6.6,6.622222222,7.125,6.636363636,-0.181818182,6.727272727,6.545454545,6.623737374,0.805074587,0.814687052,0.79861149,0.72409378,0.709743392,0.620411555,0.475108168,0.459363889,0.022667987,0.711913426
196,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts17.jpg,16,6.324074074,0.333333333,6.111111111,6.537037037,5.607142857,6.576923077,0.538461538,6.307692308,6.846153846,6.450498575,0.735084885,0.74429846,0.69588174,0.685335759,0.727105678,0.742638513,0.578816305,0.531996366,0.094585271,0.871423706
197,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts18.jpg,17,5.642857143,-0.296296296,5.698412698,5.587301587,6.818181818,6.384615385,-0.307692308,6.538461538,6.230769231,6.013736264,0.697745624,0.718148348,0.620393094,0.501865155,0.548631485,0.693435404,0.61624057,0.559367456,0.531642732,0.784112841
198,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts19.jpg,18,5.459016393,0.666666667,5.131147541,5.786885246,6.413793103,5.892857143,-0.928571429,6.357142857,5.428571429,5.675936768,0.841481263,0.840078348,0.874785361,0.904229688,0.936259453,0.893670697,0.843222356,0.832570231,0.847757487,0.876046479
199,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts20.jpg,19,6.85,0.296296296,6.816666667,6.883333333,6.52173913,6.818181818,1.090909091,6.272727273,7.363636364,6.834090909,0.802624127,0.812698191,0.749036667,0.733320108,0.780163847,0.723268237,0.519220988,0.481568918,0.351511328,0.874986608
200,2,withinVar,Familiar,Julia Roberts,julia_roberts_average.jpg,julia_roberts21.jpg,20,6.442307692,-0.481481481,6.403846154,6.480769231,6.666666667,7.307692308,0,7.307692308,7.307692308,6.875,0.742843045,0.746972339,0.702223746,0.671769078,0.755052762,0.789637117,0.71150632,0.629486332,0.08002741,0.930534866
201,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford1.jpg,1,4.222222222,0.481481481,4.044444444,4.4,4.119047619,5,0.083333333,4.958333333,5.041666667,4.611111111,0.279711176,0.318792837,0.326241599,0.331808401,0.255579246,0.430947892,0.44158025,0.326262479,0.109689459,0.494392073
202,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford2.jpg,2,3.975,0.777777778,3.825,4.125,4.409090909,5.576923077,1.307692308,4.923076923,6.230769231,4.775961538,0.407019008,0.447539203,0.340536873,0.244717189,0.332932892,0.472087494,0.383180135,0.24221586,0.006465177,0.65928051
203,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford3.jpg,3,5.8,-0.148148148,5.822222222,5.777777778,6.888888889,6.807692308,0.384615385,6.615384615,7,6.303846154,0.209234835,0.26822128,0.157116361,0.163317749,0.283182836,0.388620446,0.417839461,0.331007306,0.091962916,0.56869868
204,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford4.jpg,4,7.058139535,-0.185185185,7.186046512,6.930232558,7.142857143,7.807692308,0.230769231,7.692307692,7.923076923,7.432915921,0.239441358,0.29879819,0.245341615,0.309334465,0.474414857,0.550669076,0.477205581,0.415807881,0.080816492,0.791607868
205,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford5.jpg,5,5.833333333,0.259259259,5.794871795,5.871794872,6.285714286,5.642857143,0.714285714,5.285714286,6,5.738095238,0.168188866,0.209182681,0.202162881,0.316790788,0.338178606,0.560962072,0.554524603,0.443084528,0.135079817,0.649736839
206,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford7.jpg,6,5.776595745,-0.037037037,5.723404255,5.829787234,6.80952381,7.125,0.75,6.75,7.5,6.450797872,0.378270915,0.420248966,0.349389384,0.341030046,0.380939208,0.633482506,0.614801851,0.572960005,0.262820793,0.766995067
207,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford8.jpg,7,6.411764706,0.074074074,6.294117647,6.529411765,6.684210526,7.115384615,0.538461538,6.846153846,7.384615385,6.763574661,0.636646312,0.671116315,0.621881964,0.643673177,0.727101366,0.774312809,0.663060281,0.507026853,0.115874336,0.760772102
208,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford8.jpg,8,5.964285714,0.851851852,5.452380952,6.476190476,6.363636364,7.178571429,0.642857143,6.857142857,7.5,6.571428571,0.576752987,0.611368579,0.546021018,0.597783423,0.697701082,0.783306981,0.660016412,0.482849497,0.120132832,0.793725192
209,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford9.jpg,9,6.235294118,-0.296296296,6.31372549,6.156862745,6.863636364,7.208333333,0.25,7.083333333,7.333333333,6.721813725,0.542328065,0.566849854,0.485312909,0.470924619,0.503503339,0.746437689,0.742281303,0.643669619,0.226637727,0.80207982
210,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford10.jpg,10,6.009433962,-0.444444444,6.075471698,5.943396226,7.714285714,7.181818182,0.727272727,6.818181818,7.545454545,6.595626072,0.364367779,0.395625398,0.348913713,0.421215884,0.536736502,0.699089726,0.656255713,0.508131009,0.203422244,0.82488746
211,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford11.jpg,11,6.518518519,0.444444444,6.388888889,6.648148148,6.263157895,7.35,0.7,7,7.7,6.934259259,0.260278829,0.305182257,0.292473083,0.353135271,0.394912399,0.478026513,0.479947112,0.379021739,0.086374705,0.563489184
212,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford12.jpg,12,6.325581395,-0.037037037,6.23255814,6.418604651,7.954545455,8.25,0.333333333,8.083333333,8.416666667,7.287790698,0.385361982,0.417993753,0.371494861,0.396329179,0.51116995,0.682915886,0.691044257,0.578272551,0.276750724,0.735507875
213,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford13.jpg,13,6.349056604,0.851851852,6,6.698113208,7.47826087,8.1,0.2,8,8.2,7.224528302,0.664713878,0.689617318,0.63278006,0.623060225,0.719932644,0.808488167,0.776168236,0.721422118,0.374619353,0.866147916
214,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford14.jpg,14,7.31,1.148148148,6.82,7.8,6.695652174,7.676470588,0.411764706,7.470588235,7.882352941,7.493235294,0.61384383,0.631138032,0.518757751,0.511354543,0.648795417,0.737964872,0.709063525,0.586326314,0.197567605,0.761438513
215,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford15.jpg,15,6.277777778,0.111111111,6.2,6.355555556,5.791666667,7.227272727,-0.454545455,7.454545455,7,6.752525253,0.654197428,0.671274003,0.661633418,0.679739009,0.728713626,0.793706599,0.785994464,0.714435651,0.359712081,0.818916504
216,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford16.jpg,16,6.185185185,-0.074074074,5.981481481,6.388888889,5.916666667,6.576923077,0.384615385,6.384615385,6.769230769,6.381054131,0.608992312,0.637144986,0.607587186,0.689715249,0.734790993,0.672713499,0.565646527,0.441889142,0.174867332,0.795175904
217,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford17.jpg,17,5.198412698,0.888888889,4.904761905,5.492063492,4.5,5.5,0.846153846,5.076923077,5.923076923,5.349206349,0.482010434,0.517857274,0.405035465,0.355492219,0.40062807,0.492250848,0.41984024,0.288320917,0.112074334,0.772255327
218,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford18.jpg,18,5.508196721,0.555555556,5.344262295,5.672131148,6.545454545,6.821428571,-0.214285714,6.928571429,6.714285714,6.164812646,0.466275086,0.502601261,0.507946817,0.588543493,0.689475506,0.673140191,0.596138208,0.508619077,0.181736835,0.834355383
219,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford19.jpg,19,5.875,0.555555556,5.533333333,6.216666667,4.896551724,6.590909091,0.090909091,6.545454545,6.636363636,6.232954545,0.659470418,0.678921803,0.6862709,0.706599686,0.715375171,0.650694087,0.507469951,0.423934552,0.176119855,0.853053702
220,2,withinVar,Familiar,Harrison Ford,harrison_ford_average.jpg,harrisson_ford20.jpg,20,6.375,0.259259259,6.365384615,6.384615385,6.739130435,7,-0.153846154,7.076923077,6.923076923,6.6875,0.57720518,0.592125015,0.498365914,0.375247597,0.527615337,0.741342729,0.694016443,0.617027313,0.241380673,0.754798355
221,2,withinVar,Familiar,Jack Nicholson,jack_nicholson_average.jpg,jack_nicholson1.jpg,1,6.011111111,-0.62962963,6.155555556,5.866666667,6.666666667,6.979166667,-0.125,7.041666667,6.916666667,6.495138889,0.551518378,0.5858871,0.504316104,0.533854465,0.581195514,0.586093292,0.56511585,0.533977238,0.197689877,0.758908073
222,2,withinVar,Familiar,Jack Nicholson,jack_nicholson_average.jpg,jack_nicholson2.jpg,2,6.05,0.777777778,5.7,6.4,7.181818182,7.923076923,-0.153846154,8,7.846153846,6.986538462,0.286806652,0.343194356,0.293077099,0.494167267,0.593753715,0.607353274,0.59006376,0.551670282,0.306556147,0.827429869
223,2,withinVar,Familiar,Jack Nicholson,jack_nicholson_average.jpg,jack_nicholson3.jpg,3,5.8,0.111111111,5.755555556,5.844444444,5.148148148,7.192307692,0.230769231,7.076923077,7.307692308,6.496153846,0.545201748,0.573353072,0.551166569,0.637213977,0.675891239,0.685289953,0.656438607,0.563778431,0.185110942,0.843450576
224,2,withinVar,Familiar,Jack Nicholson,jack_nicholson_average.jpg,jack_nicholson4.jpg,4,6.26744186,0,6.255813953,6.279069767,6.571428571,7.461538462,-0.461538462,7.692307692,7.230769231,6.864490161,0.332736871,0.387851632,0.269248225,0.269928869,0.299583995,0.34503431,0.429039671,0.380773405,0.063554254,0.760492576
